日期,隊伍,round1,round2,round3,round4
2018-04-06,公鹿,24,21,36,30
2018-04-06,籃網,30,22,31,36
2018-04-06,爵士,36,29,29,23
2018-04-06,快艇,26,23,18,28
2018-04-06,金塊,27,24,28,21
2018-04-06,灰狼,24,30,18,24
2018-04-07,活塞,22,31,25,23
2018-04-07,獨行俠,24,30,21,26
2018-04-07,魔術,25,24,26,25
2018-04-07,黄蜂,43,29,31,34
2018-04-07,76人,41,37,27,27
2018-04-07,騎士,28,27,43,32
2018-04-07,巫師,22,26,29,20
2018-04-07,老鷹,21,31,29,22
2018-04-07,塞爾蒂克,30,25,24,32
2018-04-07,公牛,30,28,18,28
2018-04-07,尼克,34,29,33,26
2018-04-07,熱火,23,27,28,20
2018-04-07,暴龍,26,19,27,20
2018-04-07,溜馬,14,19,16,24
2018-04-07,灰熊,22,26,15,30
2018-04-07,國王,25,19,24,26
2018-04-07,太陽,21,25,24,33
2018-04-07,鵜鶘,39,24,23,36
2018-04-07,湖人,26,32,15,23
2018-04-07,灰狼,30,21,29,33
2018-04-08,快艇,26,32,31,26
2018-04-08,金塊,33,33,35,33
2018-04-08,尼克,28,27,22,25
2018-04-08,公鹿,31,22,27,35
2018-04-08,公牛,23,28,26,19
2018-04-08,籃網,28,35,33,28
2018-04-08,火箭,30,32,21,19
2018-04-08,雷霆,36,25,19,28
2018-04-08,勇士,32,33,27,28
2018-04-08,鵜鶘,40,27,21,38
2018-04-08,馬刺,32,22,27,35
2018-04-08,拓荒者,33,23,21,28
2018-04-09,黄蜂,25,32,24,36
2018-04-09,溜馬,31,39,25,28
2018-04-09,76人,28,33,24,24
2018-04-09,獨行俠,20,28,28,21
2018-04-09,塞爾蒂克,31,27,24,24
2018-04-09,老鷹,24,25,27,36
2018-04-09,灰熊,30,32,34,34
2018-04-09,活塞,22,34,28,33
2018-04-09,暴龍,35,26,28,23
2018-04-09,魔術,24,26,24,27
2018-04-09,湖人,21,23,23,30
2018-04-09,爵士,30,20,32,30
2018-04-09,太陽,29,21,22,28
2018-04-09,勇士,33,31,27,26
2018-04-10,活塞,32,28,20,18
2018-04-10,暴龍,32,25,28,23
2018-04-10,籃網,29,33,24,28
2018-04-10,公牛,26,29,28,22
2018-04-10,熱火,27,25,29,12
2018-04-10,雷霆,21,28,27,39
2018-04-10,尼克,25,24,28,32
2018-04-10,騎士,26,35,29,33
2018-04-10,公鹿,31,14,29,28
2018-04-10,魔術,21,21,25,19
2018-04-10,灰狼,20,36,27,30
2018-04-10,灰熊,26,27,22,19
2018-04-10,馬刺,17,26,17,38
2018-04-10,國王,25,25,16,19
2018-04-10,金塊,28,14,24,22
2018-04-10,拓荒者,23,26,20,13
2018-04-10,快艇,23,26,22,29
2018-04-10,鵜鶘,31,28,34,20
2018-04-11,溜馬,25,30,16,22
2018-04-11,黄蜂,37,26,24,32
2018-04-11,老鷹,32,23,24,34
2018-04-11,76人,27,34,28,32
2018-04-11,巫師,22,30,27,34
2018-04-11,塞爾蒂克,30,24,18,29
2018-04-11,獨行俠,26,28,22,21
2018-04-11,太陽,29,15,39,41
2018-04-11,爵士,33,29,31,26
2018-04-11,勇士,16,17,23,23
2018-04-11,湖人,16,32,27,24
2018-04-11,火箭,23,33,26,23
2018-04-12,塞爾蒂克,27,26,30,27
2018-04-12,籃網,22,21,27,27
2018-04-12,騎士,20,17,34,27
2018-04-12,尼克,20,37,27,26
2018-04-12,熱火,27,20,24,34
2018-04-12,暴龍,29,24,25,27
2018-04-12,魔術,26,29,21,25
2018-04-12,巫師,23,22,30,17
2018-04-12,76人,46,34,25,25
2018-04-12,公鹿,18,26,31,20
2018-04-12,公牛,21,29,24,13
2018-04-12,活塞,35,31,28,25
2018-04-12,灰狼,29,33,24,15
2018-04-12,金塊,26,28,27,20
2018-04-12,鵜鶘,27,34,29,32
2018-04-12,馬刺,26,17,29,26
2018-04-12,雷霆,38,39,28,32
2018-04-12,灰熊,28,29,39,27
2018-04-12,快艇,32,21,21,26
2018-04-12,湖人,39,25,28,23
2018-04-12,拓荒者,28,27,25,22
2018-04-12,爵士,21,20,18,34
2018-04-12,國王,28,24,27,17
2018-04-12,火箭,22,22,19,20
2018-04-15,勇士,28,29,29,27
2018-04-15,馬刺,17,24,22,29
2018-04-15,暴龍,28,27,31,28
2018-04-15,巫師,23,36,26,21
2018-04-15,76人,29,27,34,40
2018-04-15,熱火,35,25,18,25
2018-04-15,拓荒者,18,18,27,32
2018-04-15,鵜鶘,21,24,30,22
2018-04-16,塞爾蒂克,29,15,26,29
2018-04-16,公鹿,17,30,19,33
2018-04-16,騎士,14,24,27,15
2018-04-16,溜馬,33,22,18,25
2018-04-16,雷霆,25,29,27,35
2018-04-16,爵士,25,23,24,36
2018-04-16,火箭,27,27,22,28
2018-04-16,灰狼,21,26,25,29
2018-04-17,76人,29,13,33,28
2018-04-17,熱火,22,34,30,27
2018-04-17,勇士,23,24,33,36
2018-04-17,馬刺,25,28,22,26
2018-04-18,暴龍,44,32,24,30
2018-04-18,巫師,27,31,32,29
2018-04-18,塞爾蒂克,33,27,30,30
2018-04-18,公鹿,22,29,24,31
2018-04-18,拓荒者,23,36,19,24
2018-04-18,鵜鶘,25,29,33,24
2018-04-19,騎士,33,25,16,26
2018-04-19,溜馬,18,28,21,30
2018-04-19,雷霆,25,21,33,16
2018-04-19,爵士,26,27,21,28
2018-04-19,火箭,18,37,25,22
2018-04-19,灰狼,23,17,18,24
2018-04-20,熱火,33,31,30,14
2018-04-20,76人,37,26,33,32
2018-04-20,鵜鶘,36,28,27,28
2018-04-20,拓荒者,20,25,25,32
2018-04-20,馬刺,23,23,26,25
2018-04-20,勇士,26,26,32,26
2018-04-21,溜馬,20,20,23,29
2018-04-21,騎士,31,26,12,21
2018-04-21,巫師,30,39,32,21
2018-04-21,暴龍,29,32,21,21
2018-04-21,公鹿,27,31,27,31
2018-04-21,塞爾蒂克,12,23,32,25
2018-04-22,熱火,26,35,22,19
2018-04-22,76人,26,30,23,27
2018-04-22,鵜鶘,26,32,42,31
2018-04-22,拓荒者,25,31,31,36
2018-04-22,灰狼,27,25,35,34
2018-04-22,火箭,28,23,24,30
2018-04-22,爵士,22,36,31,26
2018-04-22,雷霆,30,23,22,27
2018-04-23,公鹿,24,27,24,29
2018-04-23,塞爾蒂克,17,18,32,35
2018-04-23,馬刺,30,26,21,26
2018-04-23,勇士,22,20,29,19
2018-04-23,巫師,22,18,40,26
2018-04-23,暴龍,30,21,29,18
2018-04-23,溜馬,24,26,28,22
2018-04-23,騎士,30,30,20,24
2018-04-24,灰狼,21,28,20,31
2018-04-24,火箭,21,29,50,19
2018-04-24,爵士,24,34,32,23
2018-04-24,雷霆,30,22,21,23
2018-04-25,塞爾蒂克,23,25,24,20
2018-04-25,公鹿,15,22,24,26
2018-04-25,76人,23,23,34,24
2018-04-25,熱火,21,25,20,25
2018-04-25,勇士,22,27,30,20
2018-04-25,馬刺,20,18,27,26
2018-04-26,暴龍,23,25,31,29
2018-04-26,巫師,24,23,31,20
2018-04-26,騎士,23,26,32,17
2018-04-26,溜馬,25,31,17,22
2018-04-26,火箭,25,30,30,37
2018-04-26,灰狼,26,33,15,30
2018-04-26,雷霆,29,12,37,29
2018-04-26,爵士,34,22,22,21
2018-04-27,公鹿,22,26,26,23
2018-04-27,塞爾蒂克,24,15,26,21
2018-04-28,巫師,30,23,25,14
2018-04-28,暴龍,20,30,23,29
2018-04-28,溜馬,29,28,35,29
2018-04-28,騎士,26,21,20,20
2018-04-28,爵士,18,23,37,18
2018-04-28,雷霆,22,19,29,21
2018-04-29,塞爾蒂克,30,20,31,31
2018-04-29,公鹿,17,25,25,29
2018-04-29,勇士,35,41,27,20
2018-04-29,鵜鶘,34,21,19,27
2018-04-30,騎士,31,23,22,29
2018-04-30,溜馬,19,24,31,27
2018-04-30,火箭,34,30,22,24
2018-04-30,爵士,21,18,29,28
2018-05-01,塞爾蒂克,25,31,31,30
2018-05-01,76人,22,23,30,26
2018-05-02,暴龍,33,27,27,18
2018-05-02,騎士,19,38,25,23
2018-05-02,勇士,27,31,30,33
2018-05-02,鵜鶘,29,26,31,30
2018-05-03,火箭,28,27,30,23
2018-05-03,爵士,36,28,22,30
2018-05-04,暴龍,29,34,24,23
2018-05-04,騎士,26,35,37,30
2018-05-04,塞爾蒂克,22,29,28,29
2018-05-04,76人,31,25,19,28
2018-05-05,鵜鶘,30,32,30,27
2018-05-05,勇士,21,35,19,25
2018-05-05,爵士,22,18,25,27
2018-05-05,火箭,39,31,23,20
2018-05-06,76人,20,31,17,21
2018-05-06,塞爾蒂克,19,29,21,20
2018-05-06,騎士,24,31,24,26
2018-05-06,暴龍,19,21,25,38
2018-05-07,鵜鶘,22,32,19,19
2018-05-07,勇士,37,24,33,24
2018-05-07,爵士,23,25,17,22
2018-05-07,火箭,30,28,21,21
2018-05-08,76人,21,26,29,27
2018-05-08,塞爾蒂克,22,21,22,27
2018-05-08,騎士,30,33,37,28
2018-05-08,暴龍,26,21,25,21
2018-05-09,火箭,21,33,21,37
2018-05-09,爵士,16,30,32,24
2018-05-09,勇士,32,27,36,18
2018-05-09,鵜鶘,26,30,19,29
2018-05-10,塞爾蒂克,25,36,22,31
2018-05-10,76人,24,28,30,30
2018-05-14,塞爾蒂克,36,25,17,30
2018-05-14,騎士,18,17,29,19
2018-05-15,火箭,30,26,24,26
2018-05-15,勇士,29,27,31,32
2018-05-16,塞爾蒂克,23,25,36,23
2018-05-16,騎士,27,28,22,17
2018-05-17,火箭,26,38,31,32
2018-05-17,勇士,21,29,29,26
2018-05-20,騎士,32,29,26,29
2018-05-20,塞爾蒂克,17,24,22,23
2018-05-21,勇士,31,23,34,38
2018-05-21,火箭,22,21,24,18
2018-05-22,騎士,34,34,21,22
2018-05-22,塞爾蒂克,18,35,23,26
2018-05-23,勇士,28,18,34,12
2018-05-23,火箭,19,34,17,25
2018-05-24,塞爾蒂克,32,21,23,20
2018-05-24,騎士,19,23,18,23
2018-05-25,火箭,23,22,26,27
2018-05-25,勇士,17,28,27,22
2018-05-26,騎士,20,34,29,26
2018-05-26,塞爾蒂克,25,18,30,26
2018-05-27,勇士,22,29,33,31
2018-05-27,火箭,39,22,16,9
2018-05-28,塞爾蒂克,26,17,13,23
2018-05-28,騎士,18,21,20,28
2018-05-29,火箭,24,30,15,23
2018-05-29,勇士,19,24,33,25
2018-06-01,勇士,29,27,28,23
2018-06-01,騎士,30,26,22,29
2018-06-04,勇士,32,27,31,32
2018-06-04,騎士,28,18,34,23
2018-06-07,騎士,29,29,23,21
2018-06-07,勇士,28,24,31,27
2018-06-09,騎士,25,27,13,20
2018-06-09,勇士,34,27,25,22
2018-09-29,76人,34,22,25,23
2018-09-29,United,21,21,22,20
2018-09-29,黄蜂,20,25,39,20
2018-09-29,塞爾蒂克,37,23,21,16
2018-09-30,暴龍,32,32,25,33
2018-09-30,拓荒者,33,24,21,26
2018-09-30,獨行俠,21,31,29,35
2018-09-30,Ducks,18,24,14,7
2018-09-30,勇士,36,35,21,18
2018-09-30,灰狼,37,28,29,20
2018-09-30,爵士,44,31,25,30
2018-09-30,Wildcats,13,21,11,27
2018-10-01,馬刺,29,22,26,27
2018-10-01,熱火,28,24,19,29
2018-10-01,塞爾蒂克,24,40,25,26
2018-10-01,黄蜂,32,25,25,30
2018-10-01,公牛,28,34,29,37
2018-10-01,鵜鶘,32,32,33,19
2018-10-01,湖人,29,25,34,19
2018-10-01,金塊,34,32,30,28
2018-10-01,快艇,28,31,23,28
2018-10-01,國王,17,37,18,19
2018-10-02,76人,30,30,33,27
2018-10-02,魔術,24,25,29,36
2018-10-02,巫師,29,33,22,24
2018-10-02,尼克,29,28,30,21
2018-10-02,老鷹,30,21,37,28
2018-10-02,鵜鶘,30,27,14,31
2018-10-02,太陽,26,18,28,30
2018-10-02,國王,22,25,25,34
2018-10-03,黄蜂,25,33,30,34
2018-10-03,熱火,34,29,19,31
2018-10-03,塞爾蒂克,19,21,29,26
2018-10-03,騎士,32,27,25,18
2018-10-03,火箭,31,33,36,31
2018-10-03,灰熊,32,27,25,31
2018-10-03,爵士,31,18,34,22
2018-10-03,暴龍,25,33,20,12
2018-10-03,湖人,33,26,25,27
2018-10-03,金塊,26,22,30,35
2018-10-04,籃網,26,20,25,31
2018-10-04,尼克,17,33,31,26
2018-10-04,公鹿,32,31,27,26
2018-10-04,公牛,25,18,14,25
2018-10-04,雷霆,28,24,21,18
2018-10-04,活塞,26,23,26,22
2018-10-04,太陽,28,24,25,14
2018-10-04,Breakers,20,22,20,24
2018-10-04,快艇,40,29,28,31
2018-10-04,灰狼,38,15,23,25
2018-10-05,火箭,25,23,34,18
2018-10-05,溜馬,27,27,29,27
2018-10-05,湖人,32,35,28,33
2018-10-05,國王,39,27,30,27
2018-10-05,獨行俠,35,27,23,29
2018-10-05,76人,26,38,28,28
2018-10-06,魔術,31,36,26,26
2018-10-06,佛朗明哥,16,27,20,19
2018-10-06,暴龍,23,34,44,19
2018-10-06,United,17,22,19,24
2018-10-06,巫師,26,25,38,32
2018-10-06,熱火,28,31,25,30
2018-10-06,尼克,32,30,31,13
2018-10-06,鵜鶘,29,28,24,19
2018-10-06,灰熊,34,29,35,22
2018-10-06,老鷹,26,28,20,36
2018-10-06,灰狼,20,29,24,28
2018-10-06,雷霆,31,32,26,24
2018-10-06,馬刺,37,24,25,31
2018-10-06,活塞,22,27,19,25
2018-10-06,金塊,27,24,24,21
2018-10-06,Wildcats,16,25,29,18
2018-10-06,爵士,28,38,28,35
2018-10-06,36ers,31,23,32,13
2018-10-06,太陽,18,24,15,36
2018-10-06,拓荒者,30,21,35,29
2018-10-06,勇士,39,35,28,20
2018-10-06,國王,18,26,25,25
2018-10-07,騎士,30,28,31,24
2018-10-07,塞爾蒂克,21,22,26,33
2018-10-07,灰熊,27,25,24,18
2018-10-07,溜馬,22,24,32,16
2018-10-07,湖人,25,25,20,17
2018-10-07,快艇,28,23,25,27
2018-10-08,雷霆,26,32,35,20
2018-10-08,老鷹,29,22,16,27
2018-10-08,馬刺,25,16,31,21
2018-10-08,火箭,31,15,28,34
2018-10-08,灰狼,23,32,27,25
2018-10-08,公鹿,33,29,36,27
2018-10-08,拓荒者,33,28,31,20
2018-10-08,爵士,24,26,34,39
2018-10-08,76人,29,32,25,26
2018-10-08,獨行俠,30,27,29,29
2018-10-09,黄蜂,28,32,31,19
2018-10-09,公牛,24,22,30,28
2018-10-09,騎士,21,18,28,35
2018-10-09,溜馬,28,31,22,30
2018-10-09,活塞,15,28,36,23
2018-10-09,籃網,27,23,30,22
2018-10-09,熱火,20,32,21,17
2018-10-09,魔術,22,20,26,21
2018-10-09,尼克,21,23,25,29
2018-10-09,巫師,32,20,36,22
2018-10-09,國王,25,41,35,31
2018-10-09,海法馬卡比,25,31,23,21
2018-10-09,勇士,32,25,30,22
2018-10-09,太陽,40,21,38,18
2018-10-10,火箭,38,35,33,22
2018-10-10,Sharks,20,22,21,23
2018-10-10,雷霆,27,28,24,28
2018-10-10,公鹿,30,18,24,35
2018-10-10,快艇,30,31,19,29
2018-10-10,金塊,26,38,16,23
2018-10-11,活塞,24,21,29,23
2018-10-11,巫師,27,27,25,23
2018-10-11,魔術,25,29,32,16
2018-10-11,灰熊,20,21,21,24
2018-10-11,暴龍,21,35,35,27
2018-10-11,籃網,29,30,11,21
2018-10-11,老鷹,32,30,38,30
2018-10-11,馬刺,36,28,28,35
2018-10-11,熱火,36,38,41,25
2018-10-11,鵜鶘,26,34,32,36
2018-10-11,公牛,34,25,32,13
2018-10-11,溜馬,17,24,28,20
2018-10-11,拓荒者,39,24,25,28
2018-10-11,太陽,18,26,20,19
2018-10-11,湖人,31,30,40,22
2018-10-11,勇士,34,23,35,21
2018-10-12,鵜鶘,37,27,32,23
2018-10-12,暴龍,31,36,34,33
2018-10-12,國王,10,25,37,21
2018-10-12,爵士,39,32,30,31
2018-10-12,快艇,32,38,24,30
2018-10-12,海法馬卡比,18,17,7,34
2018-10-13,魔術,10,20,22,29
2018-10-13,馬刺,22,18,31,29
2018-10-13,巫師,38,34,35,33
2018-10-13,Long-Lions,37,17,31,26
2018-10-13,獨行俠,35,18,33,32
2018-10-13,黄蜂,29,29,24,41
2018-10-13,騎士,30,30,31,19
2018-10-13,活塞,35,34,28,32
2018-10-13,尼克,21,19,33,34
2018-10-13,籃網,29,25,32,27
2018-10-13,熱火,26,27,34,32
2018-10-13,老鷹,27,39,23,24
2018-10-13,公牛,24,21,26,22
2018-10-13,金塊,33,24,24,17
2018-10-13,灰熊,21,26,26,30
2018-10-13,火箭,31,32,32,26
2018-10-13,公鹿,43,41,32,27
2018-10-13,灰狼,27,26,30,38
2018-10-13,拓荒者,32,25,32,29
2018-10-13,國王,20,35,33,27
2018-10-13,勇士,38,29,16,22
2018-10-13,湖人,29,25,32,33
2018-10-17,塞爾蒂克,21,26,30,28
2018-10-17,76人,21,21,24,21
2018-10-17,勇士,31,26,26,25
2018-10-17,雷霆,23,24,32,21
2018-10-18,黄蜂,23,31,29,29
2018-10-18,公鹿,36,31,26,20
2018-10-18,活塞,24,27,32,20
2018-10-18,籃網,29,22,25,24
2018-10-18,溜馬,27,29,20,35
2018-10-18,灰熊,16,23,19,25
2018-10-18,魔術,25,29,25,25
2018-10-18,熱火,31,20,27,23
2018-10-18,尼克,23,49,34,20
2018-10-18,老鷹,24,25,35,23
2018-10-18,暴龍,28,32,30,26
2018-10-18,騎士,25,22,28,29
2018-10-18,火箭,29,25,30,28
2018-10-18,鵜鶘,35,36,30,30
2018-10-18,馬刺,31,25,25,31
2018-10-18,灰狼,23,29,31,25
2018-10-18,國王,34,21,32,30
2018-10-18,爵士,30,38,25,30
2018-10-18,快艇,24,30,18,26
2018-10-18,金塊,29,30,15,33
2018-10-18,太陽,37,19,27,38
2018-10-18,獨行俠,24,22,27,27
2018-10-19,76人,38,27,37,25
2018-10-19,公牛,41,17,18,32
2018-10-19,巫師,25,34,30,23
2018-10-19,熱火,24,34,27,28
2018-10-19,拓荒者,34,31,28,35
2018-10-19,湖人,31,32,28,28
2018-10-20,魔術,10,21,23,34
2018-10-20,黄蜂,22,29,31,38
2018-10-20,籃網,33,24,17,33
2018-10-20,尼克,24,26,26,29
2018-10-20,暴龍,18,31,33,31
2018-10-20,塞爾蒂克,25,28,26,22
2018-10-20,灰熊,37,40,29,25
2018-10-20,老鷹,33,28,21,35
2018-10-20,灰狼,32,39,33,27
2018-10-20,騎士,30,24,41,28
2018-10-20,鵜鶘,40,32,38,39
2018-10-20,國王,32,31,27,39
2018-10-20,公鹿,30,32,31,25
2018-10-20,溜馬,25,28,23,25
2018-10-20,爵士,34,47,22,20
2018-10-20,勇士,32,37,28,27
2018-10-20,快艇,27,21,23,37
2018-10-20,雷霆,20,26,31,15
2018-10-21,溜馬,33,34,28,37
2018-10-21,籃網,29,29,27,27
2018-10-21,巫師,22,32,28,31
2018-10-21,暴龍,24,33,33,27
2018-10-21,尼克,18,30,22,31
2018-10-21,塞爾蒂克,31,19,27,26
2018-10-21,76人,30,33,26,27
2018-10-21,魔術,32,20,34,29
2018-10-21,熱火,29,23,30,30
2018-10-21,黄蜂,34,38,20,21
2018-10-21,公牛,27,31,26,32
2018-10-21,活塞,25,35,25,33
2018-10-21,獨行俠,37,32,28,43
2018-10-21,灰狼,46,23,30,37
2018-10-21,金塊,30,35,27,27
2018-10-21,太陽,16,33,30,12
2018-10-21,拓荒者,22,37,38,24
2018-10-21,馬刺,22,28,32,26
2018-10-21,湖人,28,34,35,18
2018-10-21,火箭,31,35,32,26
2018-10-22,騎士,34,26,26,25
2018-10-22,老鷹,24,40,28,41
2018-10-22,雷霆,32,24,34,30
2018-10-22,國王,34,34,29,34
2018-10-22,金塊,17,30,33,20
2018-10-22,勇士,25,24,21,28
2018-10-22,快艇,29,25,39,22
2018-10-22,火箭,24,29,31,28
2018-10-23,塞爾蒂克,19,26,25,20
2018-10-23,魔術,28,20,27,18
2018-10-23,暴龍,31,31,35,30
2018-10-23,黄蜂,22,25,32,27
2018-10-23,公鹿,33,38,17,36
2018-10-23,尼克,29,23,35,26
2018-10-23,灰狼,25,25,22,29
2018-10-23,溜馬,28,21,24,18
2018-10-23,獨行俠,31,28,29,27
2018-10-23,公牛,28,33,23,25
2018-10-23,爵士,22,24,17,21
2018-10-23,灰熊,19,28,23,22
2018-10-23,拓荒者,32,30,15,34
2018-10-23,巫師,28,34,16,33
2018-10-23,勇士,32,38,36,17
2018-10-23,太陽,23,24,34,22
2018-10-23,湖人,26,34,36,32
2018-10-23,馬刺,40,25,34,29
2018-10-24,活塞,27,34,26,33
2018-10-24,76人,28,36,30,26
2018-10-24,鵜鶘,27,32,32,25
2018-10-24,快艇,26,36,22,25
2018-10-24,金塊,33,35,37,21
2018-10-24,國王,26,29,26,31
2018-10-25,老鷹,22,26,32,31
2018-10-25,獨行俠,42,16,29,17
2018-10-25,騎士,17,28,17,24
2018-10-25,籃網,24,21,38,19
2018-10-25,熱火,16,31,45,18
2018-10-25,尼克,27,18,20,22
2018-10-25,暴龍,26,31,26,29
2018-10-25,灰狼,19,29,26,31
2018-10-25,公牛,24,30,34,24
2018-10-25,黄蜂,27,26,29,28
2018-10-25,火箭,29,15,22,23
2018-10-25,爵士,24,28,23,25
2018-10-25,馬刺,22,28,21,25
2018-10-25,溜馬,28,34,26,28
2018-10-25,公鹿,22,49,21,31
2018-10-25,76人,34,30,17,27
2018-10-25,太陽,30,24,32,27
2018-10-25,湖人,32,44,30,25
2018-10-25,國王,19,25,27,26
2018-10-25,灰熊,28,24,19,21
2018-10-25,勇士,46,34,35,29
2018-10-25,巫師,37,34,26,25
2018-10-26,活塞,30,28,22,30
2018-10-26,騎士,27,23,18,35
2018-10-26,魔術,22,26,36,30
2018-10-26,拓荒者,33,25,33,37
2018-10-26,雷霆,22,28,23,22
2018-10-26,塞爾蒂克,16,18,40,27
2018-10-26,湖人,22,36,29,34
2018-10-26,金塊,26,31,32,25
2018-10-27,黄蜂,23,45,34,33
2018-10-27,公牛,25,29,21,31
2018-10-27,尼克,25,28,31,16
2018-10-27,勇士,25,28,28,47
2018-10-27,暴龍,39,30,23,24
2018-10-27,獨行俠,26,34,29,18
2018-10-27,火箭,30,31,22,30
2018-10-27,快艇,31,39,26,37
2018-10-27,灰狼,16,22,29,28
2018-10-27,公鹿,27,36,34,28
2018-10-27,鵜鶘,32,25,31,29
2018-10-27,籃網,30,36,25,24
2018-10-27,國王,28,27,24,37
2018-10-27,巫師,27,34,24,27
2018-10-28,活塞,21,20,26,22
2018-10-28,塞爾蒂克,30,33,21,25
2018-10-28,鵜鶘,31,18,33,29
2018-10-28,爵士,28,36,38,30
2018-10-28,老鷹,25,19,19,22
2018-10-28,公牛,22,19,26,30
2018-10-28,騎士,30,25,28,24
2018-10-28,溜馬,30,30,28,31
2018-10-28,76人,32,31,20,22
2018-10-28,黄蜂,28,34,23,18
2018-10-28,熱火,33,24,32,31
2018-10-28,拓荒者,22,20,37,32
2018-10-28,灰熊,26,42,19,30
2018-10-28,太陽,18,25,28,25
2018-10-28,公鹿,30,35,28,20
2018-10-28,魔術,25,26,17,23
2018-10-28,馬刺,29,25,33,23
2018-10-28,湖人,36,24,28,18
2018-10-29,籃網,29,20,28,37
2018-10-29,勇士,32,31,30,27
2018-10-29,獨行俠,19,27,31,27
2018-10-29,爵士,26,24,32,31
2018-10-29,雷霆,30,32,34,21
2018-10-29,太陽,20,28,28,34
2018-10-29,快艇,28,41,28,39
2018-10-29,巫師,20,34,23,27
2018-10-30,溜馬,16,33,20,24
2018-10-30,拓荒者,23,22,26,32
2018-10-30,76人,20,27,31,35
2018-10-30,老鷹,25,22,13,32
2018-10-30,熱火,28,23,32,30
2018-10-30,國王,17,34,43,29
2018-10-30,尼克,26,26,33,30
2018-10-30,籃網,26,18,23,29
2018-10-30,公牛,28,22,39,35
2018-10-30,勇士,44,48,33,24
2018-10-30,公鹿,30,32,33,29
2018-10-30,暴龍,29,24,27,29
2018-10-30,灰狼,36,28,29,31
2018-10-30,湖人,32,34,28,26
2018-10-30,馬刺,20,33,23,26
2018-10-30,獨行俠,18,27,29,28
2018-10-30,金塊,20,38,26,32
2018-10-30,鵜鶘,24,21,31,35
2018-10-31,黄蜂,31,34,27,33
2018-10-31,熱火,29,26,18,40
2018-10-31,騎士,35,23,41,37
2018-10-31,老鷹,31,26,30,27
2018-10-31,魔術,31,25,16,27
2018-10-31,國王,26,33,26,22
2018-10-31,塞爾蒂克,31,25,25,27
2018-10-31,活塞,28,30,13,34
2018-10-31,暴龍,35,32,38,24
2018-10-31,76人,26,27,33,26
2018-10-31,火箭,15,21,26,23
2018-10-31,拓荒者,19,32,34,19
2018-10-31,灰熊,22,24,32,29
2018-10-31,巫師,24,21,27,23
2018-10-31,雷霆,25,29,39,35
2018-10-31,快艇,33,34,10,33
2018-11-01,籃網,28,26,23,33
2018-11-01,活塞,22,38,23,27
2018-11-01,尼克,25,27,29,20
2018-11-01,溜馬,28,22,27,30
2018-11-01,公牛,24,24,30,20
2018-11-01,金塊,28,23,29,18
2018-11-01,灰狼,32,33,36,27
2018-11-01,爵士,25,31,40,29
2018-11-01,勇士,43,27,37,24
2018-11-01,鵜鶘,37,26,29,29
2018-11-01,湖人,38,28,28,20
2018-11-01,獨行俠,21,38,22,32
2018-11-01,太陽,15,24,27,24
2018-11-01,馬刺,28,32,34,26
2018-11-02,黄蜂,22,26,29,30
2018-11-02,雷霆,24,20,29,38
2018-11-02,騎士,27,15,24,25
2018-11-02,金塊,15,35,33,27
2018-11-02,76人,34,38,18,32
2018-11-02,快艇,30,27,29,27
2018-11-02,老鷹,29,35,23,28
2018-11-02,國王,35,34,46,31
2018-11-02,塞爾蒂克,23,32,38,24
2018-11-02,公鹿,16,37,25,35
2018-11-02,拓荒者,35,35,32,30
2018-11-02,鵜鶘,31,34,34,20
2018-11-03,魔術,22,22,28,23
2018-11-03,快艇,22,35,30,33
2018-11-03,籃網,32,29,25,25
2018-11-03,火箭,25,31,35,28
2018-11-03,巫師,30,20,35,26
2018-11-03,雷霆,35,44,31,24
2018-11-03,公牛,37,21,22,25
2018-11-03,溜馬,22,38,27,20
2018-11-03,獨行俠,27,32,18,29
2018-11-03,尼克,33,23,33,29
2018-11-03,爵士,31,29,18,22
2018-11-03,灰熊,29,24,30,27
2018-11-03,太陽,26,26,19,27
2018-11-03,暴龍,23,25,29,30
2018-11-03,勇士,36,25,22,33
2018-11-03,灰狼,32,26,29,12
2018-11-04,76人,30,39,16,24
2018-11-04,活塞,24,23,25,27
2018-11-04,黄蜂,30,29,34,33
2018-11-04,騎士,22,30,21,21
2018-11-04,溜馬,18,27,27,30
2018-11-04,塞爾蒂克,28,17,27,29
2018-11-04,老鷹,41,33,28,21
2018-11-04,熱火,31,37,25,25
2018-11-04,公牛,28,28,7,25
2018-11-04,火箭,27,27,21,21
2018-11-04,馬刺,24,34,29,22
2018-11-04,鵜鶘,17,22,29,27
2018-11-04,金塊,25,22,21,35
2018-11-04,爵士,25,21,27,15
2018-11-04,拓荒者,29,28,16,37
2018-11-04,湖人,28,28,32,26
2018-11-05,公鹿,39,33,36,36
2018-11-05,國王,30,20,32,27
2018-11-05,籃網,18,33,41,30
2018-11-05,76人,21,26,28,22
2018-11-05,巫師,24,34,23,27
2018-11-05,尼克,17,33,28,17
2018-11-05,馬刺,26,28,20,36
2018-11-05,魔術,36,27,28,26
2018-11-05,太陽,21,31,25,25
2018-11-05,灰熊,28,28,25,19
2018-11-05,拓荒者,30,31,31,19
2018-11-05,灰狼,27,18,19,17
2018-11-05,湖人,17,32,31,27
2018-11-05,暴龍,42,29,30,20
2018-11-06,活塞,27,26,27,25
2018-11-06,熱火,28,25,34,18
